tempo;funcao
0,078;-0,9822872507286887
0,079;-0,9685831611286311
0,08;-0,9510565162951536
0,081;-0,9297764858882512
0,082;-0,9048270524660196
0,083;-0,8763066800438634
0,084;-0,844327925502015
0,085;-0,8090169943749476
0,086;-0,7705132427757896
0,087;-0,7289686274214121
0,088;-0,684547105928689
0,089;-0,6374239897486903
0,09;-0,5877852522924734
0,091;-0,5358267949789971
0,092;-0,4817536741017153
0,093;-0,425779291565073
0,094;-0,36812455268467786
0,095;-0,3090169943749477
0,096;-0,2486898871648545
0,097;-0,18738131458572468
0,098;-0,12533323356430465
0,099;-0,06279051952931326
0,1;-2,4492935982947064E-16
0,101;0,06279051952931367
0,102;0,1253332335643033
0,103;0,1873813145857242
0,104;0,24868988716485402
0,105;0,3090169943749472
0,106;0,36812455268467736
0,107;0,42577929156507255
0,108;0,4817536741017149
0,109;0,5358267949789967
0,11;0,5877852522924729
0,111;0,63742398974869
0,112;0,6845471059286886
0,113;0,7289686274214112
0,114;0,7705132427757893
0,115;0,8090169943749472
0,116;0,8443279255020152
0,117;0,8763066800438636
0,118;0,9048270524660194
0,119;0,9297764858882511
0,12;0,9510565162951535
0,121;0,968583161128631
0,122;0,9822872507286886
0,123;0,9921147013144778
0,124;0,9980267284282716
0,125;1
0,126;0,9980267284282716
0,127;0,9921147013144779
0,128;0,9822872507286886
0,129;0,9685831611286311
0,13;0,9510565162951536
0,131;0,9297764858882517
0,132;0,9048270524660192
0,133;0,8763066800438634
0,134;0,8443279255020151
0,135;0,8090169943749476
0,136;0,7705132427757886
0,137;0,728968627421411
0,138;0,6845471059286884
0,139;0,6374239897486897
0,14;0,5877852522924734
0,141;0,5358267949789972
0,142;0,4817536741017162
0,143;0,42577929156507394
0,144;0,3681245526846796
0,145;0,3090169943749478
0,146;0,2486898871648555
0,147;0,18738131458572568
0,148;0,12533323356430567
0,149;0,06279051952931339
0,15;3,6739403974420594E-16
0,151;-0,06279051952931265
0,152;-0,12533323356430318
0,153;-0,1873813145857232
0,154;-0,24868988716485477
0,155;-0,30901699437494706
0,156;-0,36812455268467725
0,157;-0,42577929156507166
0,158;-0,48175367410171555
0,159;-0,5358267949789965
0,16;-0,5877852522924728
0,161;-0,6374239897486892
0,162;-0,6845471059286892
0,163;-0,7289686274214118
0,164;-0,7705132427757891
0,165;-0,8090169943749472
0,166;-0,8443279255020156
0,167;-0,8763066800438639
0,168;-0,9048270524660197
0,169;-0,9297764858882513
0,17;-0,9510565162951534
0,171;-0,9685831611286314
0,172;-0,9822872507286885
0,173;-0,9921147013144777
0,174;-0,9980267284282714
0,175;-1
0,176;-0,9980267284282716
0,177;-0,992114701314478
0,178;-0,9822872507286889
0,179;-0,9685831611286312
0,18;-0,9510565162951538
0,181;-0,9297764858882517
0,182;-0,90482705246602
0,183;-0,8763066800438644
0,184;-0,8443279255020152
0,185;-0,8090169943749477
0,186;-0,7705132427757898
0,187;-0,7289686274214123
0,188;-0,6845471059286885
0,189;-0,6374239897486897
0,19;-0,5877852522924735
0,191;-0,5358267949789973
0,192;-0,48175367410171477
0,193;-0,42577929156507244
0,194;-0,3681245526846781
0,195;-0,3090169943749479
0,196;-0,2486898871648556
0,197;-0,18738131458572405
0,198;-0,125333233564304
0,199;-0,06279051952931351
0,2;-4,898587196589413E-16
0,201;0,0627905195293143
0,202;0,1253332335643048
0,203;0,18738131458572485
0,204;0,24868988716485294
0,205;0,30901699437494695
0,206;0,36812455268467714
0,207;0,42577929156507155
0,208;0,4817536741017139
0,209;0,535826794978995
0,21;0,5877852522924727
0,211;0,6374239897486891
0,212;0,6845471059286877
0,213;0,7289686274214104
0,214;0,7705132427757891
0,215;0,8090169943749471
0,216;0,8443279255020146
0,217;0,876306680043863
0,218;0,9048270524660196
0,219;0,9297764858882513
0,22;0,9510565162951534
0,221;0,9685831611286309
0,222;0,9822872507286888
0,223;0,9921147013144779
0,224;0,9980267284282716
0,225;1
0,226;0,9980267284282717
0,227;0,9921147013144778
0,228;0,9822872507286886
0,229;0,9685831611286312
0,23;0,9510565162951538
0,231;0,9297764858882511
0,232;0,9048270524660194
0,233;0,8763066800438635
0,234;0,8443279255020152
0,235;0,8090169943749478
0,236;0,7705132427757898
0,237;0,7289686274214124
0,238;0,6845471059286898
0,239;0,6374239897486913
0,24;0,5877852522924736
0,241;0,5358267949789974
0,242;0,48175367410171643
0,243;0,42577929156507416
0,244;0,3681245526846782
0,245;0,309016994374948
0,246;0,2486898871648557
0,247;0,18738131458572593
0,248;0,12533323356430415
0,249;0,06279051952931362
0,25;6,123233995736766E-16
0,251;-0,0627905195293124
0,252;-0,12533323356430293
0,253;-0,1873813145857247
0,254;-0,24868988716485452
0,255;-0,3090169943749485
0,256;-0,3681245526846787
0,257;-0,42577929156507305
0,258;-0,4817536741017153
0,259;-0,5358267949789963
0,26;-0,5877852522924726
0,261;-0,637423989748689
0,262;-0,6845471059286876
0,263;-0,7289686274214128
0,264;-0,7705132427757901
0,265;-0,8090169943749481
0,266;-0,8443279255020155
0,267;-0,8763066800438638
0,268;-0,9048270524660196
0,269;-0,9297764858882513
0,27;-0,9510565162951534
0,271;-0,9685831611286309
0,272;-0,982287250728689
0,273;-0,9921147013144781
0,274;-0,9980267284282717
0,275;-1
0,276;-0,9980267284282716
0,277;-0,9921147013144778
0,278;-0,9822872507286887
0,279;-0,9685831611286312
0,28;-0,9510565162951538
0,281;-0,9297764858882505
0,282;-0,9048270524660201
0,283;-0,8763066800438645
0,284;-0,8443279255020162
0,285;-0,8090169943749489
0,286;-0,770513242775791
0,287;-0,7289686274214137
0,288;-0,6845471059286913
0,289;-0,63742398974869
0,29;-0,5877852522924737
0,291;-0,5358267949789975
0,292;-0,48175367410171654
0,293;-0,42577929156507427
0,294;-0,36812455268468
0,295;-0,3090169943749498
0,296;-0,24868988716485754
0,297;-0,1873813145857278
0,298;-0,12533323356430426
0,299;-0,06279051952931375
0,3;-7,347880794884119E-16
0,301;0,06279051952931229
0,302;0,12533323356430282
0,303;0,18738131458572285
0,304;0,24868988716485269
0,305;0,309016994374945
0,306;0,36812455268467525
0,307;0,42577929156507294
0,308;0,4817536741017152
0,309;0,5358267949789963
0,31;0,5877852522924725
0,311;0,6374239897486889
0,312;0,6845471059286876
0,313;0,7289686274214102
0,314;0,7705132427757878
0,315;0,809016994374948
0,316;0,8443279255020154
0,317;0,8763066800438637
0,318;0,9048270524660195
0,319;0,9297764858882512
0,32;0,9510565162951533
0,321;0,9685831611286309
0,322;0,9822872507286884
0,323;0,9921147013144777
0,324;0,9980267284282717
0,325;1
0,326;0,9980267284282716
0,327;0,9921147013144778
0,328;0,9822872507286887
0,329;0,9685831611286312
0,33;0,9510565162951539
0,331;0,9297764858882518
0,332;0,9048270524660187
0,333;0,8763066800438628
0,334;0,8443279255020144
0,335;0,8090169943749469
0,336;0,7705132427757888
0,337;0,7289686274214113
0,338;0,6845471059286887
0,339;0,6374239897486901
0,34;0,5877852522924738
0,341;0,5358267949789947
0,342;0,4817536741017135
0,343;0,42577929156507116
0,344;0,3681245526846801
0,345;0,3090169943749499
0,346;0,24868988716485768
0,347;0,1873813145857279
0,348;0,12533323356430792
0,349;0,06279051952931743
0,35;8,572527594031472E-16
0,351;-0,06279051952931217
0,352;-0,12533323356430268
0,353;-0,18738131458572274
0,354;-0,24868988716485257
0,355;-0,3090169943749449
0,356;-0,36812455268467514
0,357;-0,4257792915650696
0,358;-0,4817536741017151
0,359;-0,5358267949789962
0,36;-0,5877852522924725
0,361;-0,6374239897486887
0,362;-0,6845471059286875
0,363;-0,7289686274214102
0,364;-0,7705132427757877
0,365;-0,8090169943749459
0,366;-0,8443279255020134
0,367;-0,8763066800438637
0,368;-0,9048270524660195
0,369;-0,9297764858882512
0,37;-0,9510565162951533
0,371;-0,9685831611286309
0,372;-0,9822872507286884
0,373;-0,9921147013144775
0,374;-0,9980267284282714
0,375;-1
0,376;-0,9980267284282716
0,377;-0,9921147013144778
0,378;-0,9822872507286887
0,379;-0,9685831611286313
0,38;-0,9510565162951539
0,381;-0,9297764858882519
0,382;-0,9048270524660202
0,383;-0,8763066800438646
0,384;-0,8443279255020144
0,385;-0,8090169943749469
0,386;-0,7705132427757889
0,387;-0,7289686274214114
0,388;-0,6845471059286888
0,389;-0,6374239897486902
0,39;-0,5877852522924739
0,391;-0,5358267949789978
0,392;-0,4817536741017167
0,393;-0,42577929156507127
0,394;-0,36812455268467686
0,395;-0,3090169943749467
0,396;-0,24868988716485435
0,397;-0,18738131458572455
0,398;-0,1253332335643045
0,399;-0,062790519529314
0,4;-9,797174393178826E-16
0,401;0,06279051952931558
0,402;0,1253332335643061
0,403;0,1873813145857261
0,404;0,2486898871648559
0,405;0,3090169943749482
0,406;0,36812455268467836
0,407;0,4257792915650695
0,408;0,4817536741017119
0,409;0,5358267949789931
0,41;0,5877852522924724
0,411;0,6374239897486886
0,412;0,6845471059286874
0,413;0,7289686274214101
0,414;0,7705132427757877
0,415;0,8090169943749458
0,416;0,8443279255020134
0,417;0,8763066800438619
0,418;0,9048270524660179
0,419;0,9297764858882511
0,42;0,9510565162951533
0,421;0,9685831611286307
0,422;0,9822872507286884
0,423;0,9921147013144775
0,424;0,9980267284282714
0,425;1
0,426;0,9980267284282718
0,427;0,9921147013144779
0,428;0,9822872507286887
0,429;0,9685831611286313
0,43;0,9510565162951539
0,431;0,9297764858882519
0,432;0,9048270524660202
0,433;0,8763066800438646
0,434;0,8443279255020164
0,435;0,8090169943749491
0,436;0,770513242775789
0,437;0,7289686274214116
0,438;0,684547105928689
0,439;0,6374239897486903
0,44;0,587785252292474
0,441;0,5358267949789979
0,442;0,4817536741017168
0,443;0,4257792915650746
0,444;0,368124552684677
0,445;0,3090169943749468
0,446;0,24868988716485446
0,447;0,18738131458572466
0,448;0,12533323356430462
0,449;0,06279051952931412
0,45;1,102182119232618E-15
0,451;-0,06279051952931192
0,452;-0,12533323356430245
0,453;-0,187381314585726
0,454;-0,24868988716485577
0,455;-0,30901699437494806
0,456;-0,36812455268467825
0,457;-0,4257792915650726
0,458;-0,48175367410171493
0,459;-0,535826794978996
0,46;-0,5877852522924722
0,461;-0,6374239897486885
0,462;-0,68454710592869
0,463;-0,7289686274214124
0,464;-0,7705132427757898
0,465;-0,8090169943749478
0,466;-0,8443279255020152
0,467;-0,8763066800438636
0,468;-0,9048270524660194
0,469;-0,9297764858882498
0,47;-0,9510565162951532
0,471;-0,9685831611286307
0,472;-0,9822872507286883
0,473;-0,9921147013144775
0,474;-0,9980267284282714
0,475;-1
0,476;-0,9980267284282718
0,477;-0,9921147013144783
0,478;-0,9822872507286894
0,479;-0,9685831611286313
0,48;-0,951056516295154
0,481;-0,929776485888252
0,482;-0,9048270524660204
0,483;-0,8763066800438647
0,484;-0,8443279255020165
0,485;-0,8090169943749491
0,486;-0,7705132427757914
0,487;-0,728968627421414
0,488;-0,684547105928689
0,489;-0,6374239897486904
0,49;-0,5877852522924741
0,491;-0,5358267949789979
0,492;-0,48175367410171693
0,493;-0,4257792915650747
0,494;-0,3681245526846804
0,495;-0,3090169943749503
0,496;-0,2486898871648546
0,497;-0,18738131458572477
0,498;-0,12533323356430476
0,499;-0,06279051952931425
0,5;-1,2246467991473533E-15
0,501;0,06279051952931179
0,502;0,12533323356430232
0,503;0,18738131458572238
0,504;0,2486898871648522
0,505;0,30901699437494795
0,506;0,36812455268467814
0,507;0,4257792915650725
0,508;0,4817536741017148
0,509;0,5358267949789959
0,51;0,587785252292475
0,511;0,6374239897486885
0,512;0,6845471059286898
0,513;0,72896862742141
0,514;0,7705132427757898
0,515;0,8090169943749457
0,516;0,8443279255020152
0,517;0,8763066800438618
0,518;0,9048270524660192
0,519;0,9297764858882523
0,52;0,9510565162951532
0,521;0,9685831611286316
0,522;0,9822872507286883
0,523;0,992114701314478
0,524;0,9980267284282713
0,525;1
0,526;0,9980267284282713
0,527;0,9921147013144779
0,528;0,9822872507286882
0,529;0,9685831611286314
0,53;0,9510565162951529
0,531;0,929776485888252
0,532;0,9048270524660189
0,533;0,8763066800438647
0,534;0,8443279255020146
0,535;0,809016994374945
0,536;0,7705132427757891
0,537;0,7289686274214092
0,538;0,6845471059286891
0,539;0,6374239897486877
0,54;0,5877852522924742
0,541;0,535826794978995
0,542;0,48175367410171704
0,543;0,4257792915650716
0,544;0,3681245526846739
0,545;0,309016994374947
0,546;0,24868988716485127
0,547;0,1873813145857249
0,548;0,12533323356430134
0,549;0,06279051952931436
0,55;-2,2056021997384123E-15
0,551;-0,06279051952931168
0,552;-0,12533323356430573
0,553;-0,18738131458572924
0,554;-0,24868988716485554
0,555;-0,3090169943749512
0,556;-0,36812455268467803
0,557;-0,4257792915650756
0,558;-0,4817536741017147
0,559;-0,5358267949789988
0,56;-0,587785252292472
0,561;-0,6374239897486911
0,562;-0,6845471059286923
0,563;-0,7289686274214074
0,564;-0,7705132427757875
0,565;-0,8090169943749435
0,566;-0,8443279255020132
0,567;-0,87630668004386
0,568;-0,9048270524660177
0,569;-0,929776485888251
0,57;-0,9510565162951521
0,571;-0,9685831611286306
0,572;-0,9822872507286876
0,573;-0,9921147013144775
0,574;-0,9980267284282711
0,575;-1
0,576;-0,998026728428272
0,577;-0,9921147013144783
0,578;-0,9822872507286888
0,579;-0,9685831611286323
0,58;-0,951056516295154
0,581;-0,9297764858882533
0,582;-0,9048270524660205
0,583;-0,8763066800438665
0,584;-0,8443279255020166
0,585;-0,8090169943749514
0,586;-0,7705132427757915
0,587;-0,7289686274214118
0,588;-0,6845471059286918
0,589;-0,6374239897486905
0,59;-0,5877852522924771
0,591;-0,5358267949789981
0,592;-0,48175367410172026
0,593;-0,42577929156507494
0,594;-0,3681245526846839
0,595;-0,3090169943749505
0,596;-0,24868988716485482
0,597;-0,18738131458572851
0,598;-0,12533323356430498
0,599;-0,06279051952931804
0,6;-1,4695761589768238E-15
0,601;0,062790519529308
0,602;0,12533323356430207
0,603;0,18738131458571863
0,604;0,248689887164852
0,605;0,30901699437494773
0,606;0,3681245526846746
0,607;0,42577929156507227
0,608;0,4817536741017115
0,609;0,5358267949789957
0,61;0,587785252292469
0,611;0,6374239897486883
0,612;0,6845471059286845
0,613;0,7289686274214098
0,614;0,7705132427757896
0,615;0,8090169943749455
0,616;0,8443279255020151
0,617;0,8763066800438617
0,618;0,9048270524660192
0,619;0,9297764858882497
0,62;0,9510565162951531
0,621;0,9685831611286315
0,622;0,9822872507286883
0,623;0,992114701314478
0,624;0,9980267284282713
0,625;1
0,626;0,9980267284282718
0,627;0,9921147013144779
0,628;0,9822872507286895
0,629;0,9685831611286314
0,63;0,951056516295153
0,631;0,9297764858882521
0,632;0,904827052466019
0,633;0,8763066800438648
0,634;0,8443279255020147
0,635;0,8090169943749493
0,636;0,7705132427757894
0,637;0,7289686274214143
0,638;0,6845471059286893
0,639;0,6374239897486879
0,64;0,5877852522924744
0,641;0,5358267949789952
0,642;0,48175367410171727
0,643;0,4257792915650718
0,644;0,36812455268468075
0,645;0,30901699437494723
0,646;0,24868988716485838
0,647;0,18738131458572513
0,648;0,1253332335643016
0,649;0,06279051952931461
0,65;-1,9606728399089416E-15
0,651;-0,06279051952931143
0,652;-0,12533323356430548
0,653;-0,18738131458572202
0,654;-0,2486898871648553
0,655;-0,30901699437494423
0,656;-0,3681245526846778
0,657;-0,4257792915650754
0,658;-0,4817536741017145
0,659;-0,5358267949789985
0,66;-0,5877852522924718
0,661;-0,637423989748691
0,662;-0,684547105928687
0,663;-0,7289686274214121
0,664;-0,7705132427757918
0,665;-0,8090169943749475
0,666;-0,8443279255020169
0,667;-0,8763066800438634
0,668;-0,9048270524660207
0,669;-0,9297764858882509
0,67;-0,9510565162951542
0,671;-0,9685831611286306
0,672;-0,9822872507286889
0,673;-0,9921147013144784
0,674;-0,9980267284282716
0,675;-1
0,676;-0,9980267284282716
0,677;-0,9921147013144774
0,678;-0,9822872507286888
0,679;-0,9685831611286305
0,68;-0,9510565162951541
0,681;-0,9297764858882508
0,682;-0,9048270524660175
0,683;-0,8763066800438633
0,684;-0,844327925502013
0,685;-0,8090169943749473
0,686;-0,7705132427757871
0,687;-0,728968627421412
0,688;-0,684547105928692
0,689;-0,6374239897486962
0,69;-0,5877852522924774
0,691;-0,5358267949789983
0,692;-0,4817536741017205
0,693;-0,42577929156507516
0,694;-0,3681245526846842
0,695;-0,3090169943749507
0,696;-0,24868988716486196
0,697;-0,18738131458572874
0,698;-0,12533323356431228
0,699;-0,06279051952931827
0,7;-1,7145055188062944E-15
0,701;0,06279051952930777
0,702;0,12533323356430184
0,703;0,1873813145857184
0,704;0,24868988716485174
0,705;0,30901699437494073
0,706;0,36812455268467437
0,707;0,42577929156507205
0,708;0,48175367410171127
0,709;0,5358267949789954
0,71;0,5877852522924688
0,711;0,6374239897486881
0,712;0,6845471059286843
0,713;0,7289686274214096
0,714;0,7705132427757849
0,715;0,8090169943749453
0,716;0,8443279255020149
0,717;0,8763066800438616
0,718;0,9048270524660191
0,719;0,9297764858882496
0,72;0,951056516295153
0,721;0,9685831611286297
0,722;0,9822872507286882
0,723;0,992114701314477
0,724;0,9980267284282713
0,725;1
0,726;0,9980267284282718
0,727;0,9921147013144779
0,728;0,9822872507286895
0,729;0,9685831611286315
0,73;0,9510565162951552
0,731;0,9297764858882522
0,732;0,9048270524660221
0,733;0,8763066800438649
0,734;0,8443279255020149
0,735;0,8090169943749496
0,736;0,7705132427757895
0,737;0,7289686274214144
0,738;0,6845471059286894
0,739;0,6374239897486935
0,74;0,5877852522924746
0,741;0,5358267949790014
0,742;0,4817536741017175
0,743;0,42577929156507205
0,744;0,368124552684681
0,745;0,30901699437494745
0,746;0,24868988716485863
0,747;0,18738131458572538
0,748;0,1253332335643089
0,749;0,06279051952931486
0,75;5,3896838775215305E-15
0,751;-0,06279051952931118
0,752;-0,12533323356430523
0,753;-0,18738131458572177
0,754;-0,24868988716485507
0,755;-0,30901699437494395
0,756;-0,3681245526846776
0,757;-0,4257792915650687
0,758;-0,48175367410171427
0,759;-0,5358267949789983
0,76;-0,5877852522924716
0,761;-0,6374239897486907
0,762;-0,6845471059286867
0,763;-0,728968627421412
0,764;-0,7705132427757871
0,765;-0,8090169943749473
0,766;-0,844327925502013
0,767;-0,8763066800438633
0,768;-0,9048270524660206
0,769;-0,9297764858882508
0,77;-0,9510565162951541
0,771;-0,9685831611286305
0,772;-0,9822872507286888
0,773;-0,9921147013144774
0,774;-0,9980267284282716
0,775;-1
0,776;-0,9980267284282716
0,777;-0,9921147013144775
0,778;-0,9822872507286889
0,779;-0,9685831611286306
0,78;-0,9510565162951542
0,781;-0,9297764858882509
0,782;-0,9048270524660207
0,783;-0,8763066800438634
0,784;-0,8443279255020169
0,785;-0,8090169943749475
0,786;-0,7705132427757873
0,787;-0,7289686274214121
0,788;-0,684547105928687
0,789;-0,637423989748691
0,79;-0,5877852522924718
0,791;-0,5358267949789985
0,792;-0,4817536741017145
0,793;-0,4257792915650754
0,794;-0,3681245526846778
0,795;-0,30901699437494423
0,796;-0,2486898871648553
0,797;-0,18738131458572202
0,798;-0,12533323356430548
0,799;-0,06279051952931143
0,8;-1,959434878635765E-15
0,801;0,06279051952931461
0,802;0,12533323356430864
0,803;0,18738131458572513
0,804;0,24868988716485838
0,805;0,30901699437494723
0,806;0,36812455268468075
0,807;0,4257792915650718
0,808;0,48175367410171727
0,809;0,5358267949789952
0,81;0,5877852522924744
0,811;0,6374239897486934
0,812;0,6845471059286893
0,813;0,7289686274214094
0,814;0,7705132427757848
0,815;0,8090169943749452
0,816;0,844327925502011
0,817;0,8763066800438614
0,818;0,9048270524660159
0,819;0,9297764858882495
0,82;0,951056516295153
0,821;0,9685831611286296
0,822;0,9822872507286882
0,823;0,992114701314477
0,824;0,9980267284282713
0,825;1
0,826;0,9980267284282718
0,827;0,9921147013144789
0,828;0,9822872507286896
0,829;0,9685831611286315
0,83;0,9510565162951553
0,831;0,9297764858882522
0,832;0,9048270524660222
0,833;0,8763066800438651
0,834;0,8443279255020189
0,835;0,8090169943749497
0,836;0,7705132427757941
0,837;0,7289686274214147
0,838;0,6845471059286896
0,839;0,6374239897486937
0,84;0,5877852522924748
0,841;0,5358267949790017
0,842;0,4817536741017177
0,843;0,4257792915650787
0,844;0,3681245526846812
0,845;0,30901699437494773
0,846;0,24868988716485885
0,847;0,18738131458572563
0,848;0,12533323356430912
0,849;0,0627905195293151
0,85;5,6346132373510016E-15
0,851;-0,06279051952931095
0,852;-0,12533323356429796
0,853;-0,18738131458572152
0,854;-0,24868988716485482
0,855;-0,30901699437494373
0,856;-0,3681245526846773
0,857;-0,4257792915650685
0,858;-0,48175367410171405
0,859;-0,5358267949789921
0,86;-0,5877852522924714
0,861;-0,6374239897486851
0,862;-0,6845471059286866
0,863;-0,7289686274214118
0,864;-0,770513242775787
0,865;-0,8090169943749472
0,866;-0,8443279255020129
0,867;-0,8763066800438631
0,868;-0,9048270524660175
0,869;-0,9297764858882508
0,87;-0,9510565162951519
0,871;-0,9685831611286305
0,872;-0,9822872507286888
0,873;-0,9921147013144774
0,874;-0,9980267284282716
0,875;-1
0,876;-0,9980267284282716
0,877;-0,9921147013144784
0,878;-0,9822872507286889
0,879;-0,9685831611286324
0,88;-0,9510565162951542
0,881;-0,929776485888251
0,882;-0,9048270524660208
0,883;-0,8763066800438635
0,884;-0,844327925502017
0,885;-0,8090169943749477
0,886;-0,7705132427757919
0,887;-0,7289686274214123
0,888;-0,6845471059286872
0,889;-0,6374239897486911
0,89;-0,587785252292472
0,891;-0,5358267949789988
0,892;-0,4817536741017147
0,893;-0,4257792915650756
0,894;-0,36812455268467803
0,895;-0,3090169943749512
0,896;-0,24868988716485554
0,897;-0,18738131458572224
0,898;-0,12533323356430573
0,899;-0,06279051952931167
0,9;-2,204364238465236E-15
0,901;0,06279051952931436
0,902;0,12533323356430134
0,903;0,1873813145857249
0,904;0,24868988716485127
0,905;0,309016994374947
0,906;0,36812455268468053
0,907;0,4257792915650716
0,908;0,48175367410171704
0,909;0,535826794978995
0,91;0,5877852522924742
0,911;0,6374239897486877
0,912;0,6845471059286891
0,913;0,7289686274214092
0,914;0,7705132427757891
0,915;0,8090169943749492
0,916;0,8443279255020146
0,917;0,8763066800438647
0,918;0,9048270524660189
0,919;0,929776485888252
0,92;0,9510565162951529
0,921;0,9685831611286314
0,922;0,9822872507286882
0,923;0,9921147013144779
0,924;0,9980267284282718
0,925;1
0,926;0,9980267284282713
0,927;0,992114701314478
0,928;0,9822872507286883
0,929;0,9685831611286316
0,93;0,9510565162951532
0,931;0,9297764858882523
0,932;0,9048270524660192
0,933;0,8763066800438618
0,934;0,8443279255020152
0,935;0,8090169943749457
0,936;0,7705132427757898
0,937;0,72896862742141
0,938;0,68454
